PRECINCT,COUNCILMANIC_DISTRICTS,LEGISLATIVE_DISTRICTS,AGE_GROUP,n
26019,013,45,16-17,6
26019,013,45,18-29,273
26019,013,45,30-49,538
26019,013,45,50-64,471
26019,013,45,65+,442
26019,013,45,NA,1
26020,013,45,16-17,1
26020,013,45,18-29,183
26020,013,45,30-49,289
26020,013,45,50-64,256
26020,013,45,65+,158
26020,013,45,NA,1
26021,013,45,16-17,7
26021,013,45,18-29,187
26021,013,45,30-49,385
26021,013,45,50-64,286
26021,013,45,65+,202
26021,013,45,NA,1
26022,002,45,16-17,3
26022,002,45,18-29,144
26022,002,45,30-49,328
26022,002,45,50-64,235
26022,002,45,65+,201
26022,002,45,NA,3
26023,002,45,16-17,6
26023,002,45,18-29,274
26023,002,45,30-49,469
26023,002,45,50-64,350
26023,002,45,65+,255
26023,002,45,NA,1
26024,002,45,16-17,9
26024,002,45,18-29,437
26024,002,45,30-49,792
26024,002,45,50-64,681
26024,002,45,65+,622
26024,002,45,NA,2
26025,002,45,16-17,10
26025,002,45,18-29,407
26025,002,45,30-49,646
26025,002,45,50-64,564
26025,002,45,65+,507
26025,002,45,NA,5
26026,002,45,16-17,13
26026,002,45,18-29,359
26026,002,45,30-49,709
26026,002,45,50-64,595
26026,002,45,65+,481
26026,002,45,NA,1
26027,002,45,16-17,7
26027,002,45,18-29,255
26027,002,45,30-49,501
26027,002,45,50-64,446
26027,002,45,65+,464
26027,002,45,NA,2
26028,002,45,16-17,8
26028,002,45,18-29,228
26028,002,45,30-49,450
26028,002,45,50-64,364
26028,002,45,65+,359
26029,002,45,16-17,28
26029,002,45,18-29,851
26029,002,45,30-49,1644
26029,002,45,50-64,1201
26029,002,45,65+,1153
26029,002,45,NA,4
26030,002,45,16-17,8
26030,002,45,18-29,169
26030,002,45,30-49,393
26030,002,45,50-64,307
26030,002,45,65+,294
26030,002,45,NA,1
26031,002,45,16-17,5
26031,002,45,18-29,155
26031,002,45,30-49,324
26031,002,45,50-64,258
26031,002,45,65+,242
26032,013,45,16-17,16
26032,013,45,18-29,377
26032,013,45,30-49,697
26032,013,45,50-64,546
26032,013,45,65+,463
26033,013,45,16-17,3
26033,013,45,18-29,275
26033,013,45,30-49,582
26033,013,45,50-64,526
26033,013,45,65+,460
26033,013,45,NA,1
27001,003,45,16-17,17
27001,003,45,18-29,386
27001,003,45,30-49,959
27001,003,45,50-64,720
27001,003,45,65+,620
27001,003,45,NA,1
27002,003,45,16-17,3
27002,003,45,18-29,83
27002,003,45,30-49,293
27002,003,45,50-64,214
27002,003,45,65+,215
27003,003,45,16-17,3
27003,003,45,18-29,116
27003,003,45,30-49,318
27003,003,45,50-64,236
27003,003,45,65+,232
27004,003,45,16-17,2
27004,003,45,18-29,92
27004,003,45,30-49,272
27004,003,45,50-64,169
27004,003,45,65+,172
27005,003,45,16-17,13
27005,003,45,18-29,458
27005,003,45,30-49,1047
27005,003,45,50-64,749
27005,003,45,65+,718
27005,003,45,NA,1
27006,002,45,< 16,1
27006,002,45,16-17,19
27006,002,45,18-29,586
27006,002,45,30-49,1293
27006,002,45,50-64,970
27006,002,45,65+,870
27006,002,45,NA,2
27007,002,45,16-17,3
27007,002,45,18-29,244
27007,002,45,30-49,497
27007,002,45,50-64,368
27007,002,45,65+,460
27007,002,45,NA,1
27008,002,45,< 16,1
27008,002,45,16-17,18
27008,002,45,18-29,452
27008,002,45,30-49,1051
27008,002,45,50-64,786
27008,002,45,65+,755
27008,002,45,NA,2
27009,003,45,16-17,8
27009,003,45,18-29,269
27009,003,45,30-49,652
27009,003,45,50-64,467
27009,003,45,65+,500
27010,002,45,16-17,4
27010,002,45,18-29,113
27010,002,45,30-49,313
27010,002,45,50-64,244
27010,002,45,65+,260
27011,003,45,16-17,16
27011,003,45,18-29,422
27011,003,45,30-49,1072
27011,003,45,50-64,769
27011,003,45,65+,778
27011,003,45,NA,1
27012,003,45,16-17,1
27012,003,45,18-29,99
27012,003,45,30-49,309
27012,003,45,50-64,201
27012,003,45,65+,192
27012,003,45,NA,1
27013,003,45,16-17,22
27013,003,45,18-29,662
27013,003,45,30-49,1193
27013,003,45,50-64,869
27013,003,45,65+,754
27013,003,45,NA,1
27014,003,45,16-17,17
27014,003,45,18-29,448
27014,003,45,30-49,1147
27014,003,45,50-64,805
27014,003,45,65+,817
27014,003,45,NA,1
27015,003,45,16-17,14
27015,003,45,18-29,409
27015,003,45,30-49,833
27015,003,45,50-64,595
27015,003,45,65+,630
27016,003,45,16-17,3
27016,003,45,18-29,120
27016,003,45,30-49,344
27016,003,45,50-64,211
27016,003,45,65+,233
27016,003,45,NA,1
27017,003,43A,16-17,9
27017,003,43A,18-29,518
27017,003,43A,30-49,790
27017,003,43A,50-64,352
27017,003,43A,65+,489
27017,003,43A,NA,10
27018,003,45,16-17,7
27018,003,45,18-29,278
27018,003,45,30-49,779
27018,003,45,50-64,508
27018,003,45,65+,635
27018,003,45,NA,2
27019,004,45,16-17,5
27019,004,45,18-29,275
27019,004,45,30-49,475
27019,004,45,50-64,363
27019,004,45,65+,352
27020,004,43A,16-17,12
27020,004,43A,18-29,414
27020,004,43A,30-49,896
27020,004,43A,50-64,739
27020,004,43A,65+,975
27020,004,43A,NA,1
27021,004,43A,16-17,9
27021,004,43A,18-29,399
27021,004,43A,30-49,805
27021,004,43A,50-64,565
27021,004,43A,65+,534
27021,004,43A,NA,1
27022,003,43A,< 16,1
27022,003,43A,16-17,12
27022,003,43A,18-29,399
27022,003,43A,30-49,849
27022,003,43A,50-64,741
27022,003,43A,65+,1492
27022,003,43A,NA,3
27023,003,43A,16-17,8
27023,003,43A,18-29,98
27023,003,43A,30-49,195
27023,003,43A,50-64,155
27023,003,43A,65+,252
27024,003,43A,16-17,5
27024,003,43A,18-29,178
27024,003,43A,30-49,265
27024,003,43A,50-64,153
27024,003,43A,65+,213
27024,003,43A,NA,2
27025,003,43A,16-17,8
27025,003,43A,18-29,243
27025,003,43A,30-49,520
27025,003,43A,50-64,355
27025,003,43A,65+,495
27026,003,43A,16-17,8
27026,003,43A,18-29,155
27026,003,43A,30-49,399
27026,003,43A,50-64,295
27026,003,43A,65+,292
27027,004,43A,16-17,16
27027,004,43A,18-29,326
27027,004,43A,30-49,616
27027,004,43A,50-64,515
27027,004,43A,65+,629
27028,004,43A,16-17,2
27028,004,43A,18-29,235
27028,004,43A,30-49,474
27028,004,43A,50-64,363
27028,004,43A,65+,515
27028,004,43A,NA,2
27029,004,43A,16-17,1
27029,004,43A,18-29,194
27029,004,43A,30-49,344
27029,004,43A,50-64,297
27029,004,43A,65+,290
27029,004,43A,NA,2
27030,004,43A,< 16,1
27030,004,43A,16-17,4
27030,004,43A,18-29,325
27030,004,43A,30-49,475
27030,004,43A,50-64,470
27030,004,43A,65+,515
27030,004,43A,NA,2
27031,004,43A,16-17,12
27031,004,43A,18-29,462
27031,004,43A,30-49,822
27031,004,43A,50-64,678
27031,004,43A,65+,684
27031,004,43A,NA,3
27032,004,43A,16-17,15
27032,004,43A,18-29,458
27032,004,43A,30-49,992
27032,004,43A,50-64,768
27032,004,43A,65+,840
27033,004,43A,16-17,17
27033,004,43A,18-29,412
27033,004,43A,30-49,993
27033,004,43A,50-64,671
27033,004,43A,65+,832
27033,004,43A,NA,2
27034,004,43A,16-17,10
27034,004,43A,18-29,371
27034,004,43A,30-49,799
27034,004,43A,50-64,570
27034,004,43A,65+,587
27034,004,43A,NA,1
27035,004,43A,< 16,1
27035,004,43A,16-17,24
27035,004,43A,18-29,552
27035,004,43A,30-49,1165
27035,004,43A,50-64,943
27035,004,43A,65+,1002
27035,004,43A,NA,2
27036,004,43A,16-17,7
27036,004,43A,18-29,217
27036,004,43A,30-49,397
27036,004,43A,50-64,297
27036,004,43A,65+,344
27036,004,43A,NA,1
27037,004,43A,16-17,17
27037,004,43A,18-29,308
27037,004,43A,30-49,791
27037,004,43A,50-64,730
27037,004,43A,65+,773
27037,004,43A,NA,1
27038,004,43A,16-17,1
27038,004,43A,18-29,68
27038,004,43A,30-49,452
27038,004,43A,50-64,18
27038,004,43A,65+,53
27039,004,43A,16-17,4
27039,004,43A,18-29,72
27039,004,43A,30-49,204
27039,004,43A,50-64,190
27039,004,43A,65+,164
27039,004,43A,NA,1
27040,004,41,16-17,42
27040,004,41,18-29,314
27040,004,41,30-49,1061
27040,004,41,50-64,752
27040,004,41,65+,939
27041,004,43A,16-17,16
27041,004,43A,18-29,171
27041,004,43A,30-49,607
27041,004,43A,50-64,417
27041,004,43A,65+,413
27042,005,41,16-17,18
27042,005,41,18-29,282
27042,005,41,30-49,718
27042,005,41,50-64,529
27042,005,41,65+,841
27042,005,41,NA,1
27043,006,41,18-29,52
27043,006,41,30-49,220
27043,006,41,50-64,228
27043,006,41,65+,800
27044,006,41,16-17,16
27044,006,41,18-29,195
27044,006,41,30-49,589
27044,006,41,50-64,403
27044,006,41,65+,437
27044,006,41,NA,1
27045,006,41,16-17,22
27045,006,41,18-29,283
27045,006,41,30-49,864
27045,006,41,50-64,628
27045,006,41,65+,736
27046,014,41,16-17,8
27046,014,41,18-29,81
27046,014,41,30-49,345
27046,014,41,50-64,228
27046,014,41,65+,392
27046,014,41,NA,1
27047,007,41,16-17,2
27047,007,41,18-29,262
27047,007,41,30-49,774
27047,007,41,50-64,325
27047,007,41,65+,320
27048,006,41,16-17,3
27048,006,41,18-29,130
27048,006,41,30-49,337
27048,006,41,50-64,292
27048,006,41,65+,683
27049,005,41,16-17,30
27049,005,41,18-29,455
27049,005,41,30-49,1580
27049,005,41,50-64,891
27049,005,41,65+,1450
27049,005,41,NA,1
27050,005,41,16-17,15
27050,005,41,18-29,174
27050,005,41,30-49,587
27050,005,41,50-64,391
27050,005,41,65+,440
27050,005,41,NA,1
27051,005,41,16-17,1
27051,005,41,18-29,4
27051,005,41,30-49,25
27051,005,41,50-64,62
27051,005,41,65+,499
27052,006,41,16-17,18
27052,006,41,18-29,495
27052,006,41,30-49,1028
27052,006,41,50-64,851
27052,006,41,65+,1007
27052,006,41,NA,5
27053,006,40,16-17,9
27053,006,40,18-29,321
27053,006,40,30-49,656
27053,006,40,50-64,557
27053,006,40,65+,586
27053,006,40,NA,4
27054,006,40,16-17,3
27054,006,40,18-29,173
27054,006,40,30-49,392
27054,006,40,50-64,304
27054,006,40,65+,348
27054,006,40,NA,6
27055,006,41,16-17,3
27055,006,41,18-29,91
27055,006,41,30-49,149
27055,006,41,50-64,147
27055,006,41,65+,137
27056,006,41,16-17,1
27056,006,41,18-29,202
27056,006,41,30-49,399
27056,006,41,50-64,371
27056,006,41,65+,371
27056,006,41,NA,3
27057,005,41,16-17,8
27057,005,41,18-29,321
27057,005,41,30-49,722
27057,005,41,50-64,724
27057,005,41,65+,960
27057,005,41,NA,8
27058,006,41,16-17,1
27058,006,41,18-29,114
27058,006,41,30-49,246
27058,006,41,50-64,257
27058,006,41,65+,257
27058,006,41,NA,2
27059,005,41,16-17,10
27059,005,41,18-29,153
27059,005,41,30-49,321
27059,005,41,50-64,279
27059,005,41,65+,346
27060,005,41,16-17,14
27060,005,41,18-29,288
27060,005,41,30-49,537
27060,005,41,50-64,488
27060,005,41,65+,664
27060,005,41,NA,1
27061,005,41,16-17,3
27061,005,41,18-29,154
27061,005,41,30-49,268
27061,005,41,50-64,257
27061,005,41,65+,301
27061,005,41,NA,2
27062,005,41,16-17,7
27062,005,41,18-29,332
27062,005,41,30-49,655
27062,005,41,50-64,503
27062,005,41,65+,1300
27062,005,41,NA,3
27063,005,41,< 16,1
27063,005,41,16-17,9
27063,005,41,18-29,390
27063,005,41,30-49,712
27063,005,41,50-64,568
27063,005,41,65+,1007
27063,005,41,NA,2
27064,005,41,16-17,17
27064,005,41,18-29,511
27064,005,41,30-49,866
27064,005,41,50-64,472
27064,005,41,65+,525
27065,005,41,16-17,15
27065,005,41,18-29,784
27065,005,41,30-49,1310
27065,005,41,50-64,624
27065,005,41,65+,1795
27066,005,41,16-17,13
27066,005,41,18-29,545
27066,005,41,30-49,942
27066,005,41,50-64,561
27066,005,41,65+,1210
27067,005,41,16-17,11
27067,005,41,18-29,425
27067,005,41,30-49,835
27067,005,41,50-64,567
27067,005,41,65+,971
27067,005,41,NA,2
27069,014,41,18-29,18
27069,014,41,30-49,42
27069,014,41,50-64,50
27069,014,41,65+,64
28001,005,41,16-17,5
28001,005,41,18-29,247
28001,005,41,30-49,459
28001,005,41,50-64,471
28001,005,41,65+,485
28001,005,41,NA,2
28002,005,41,16-17,12
28002,005,41,18-29,348
28002,005,41,30-49,668
28002,005,41,50-64,698
28002,005,41,65+,1210
28003,006,41,16-17,1
28003,006,41,18-29,70
28003,006,41,30-49,184
28003,006,41,50-64,154
28003,006,41,65+,201
28004,005,41,16-17,8
28004,005,41,18-29,124
28004,005,41,30-49,265
28004,005,41,50-64,238
28004,005,41,65+,285
28005,005,41,16-17,13
28005,005,41,18-29,317
28005,005,41,30-49,587
28005,005,41,50-64,503
28005,005,41,65+,676
28006,008,41,16-17,5
28006,008,41,18-29,477
28006,008,41,30-49,922
28006,008,41,50-64,740
28006,008,41,65+,1048
28007,008,41,16-17,9
28007,008,41,18-29,195
28007,008,41,30-49,422
28007,008,41,50-64,405
28007,008,41,65+,494
28007,008,41,NA,2
28008,008,41,16-17,4
28008,008,41,18-29,313
28008,008,41,30-49,610
28008,008,41,50-64,481
28008,008,41,65+,495
28008,008,41,NA,4
28009,008,41,16-17,5
28009,008,41,18-29,483
28009,008,41,30-49,829
28009,008,41,50-64,605
28009,008,41,65+,720
28009,008,41,NA,4
28010,008,41,16-17,4
28010,008,41,18-29,359
28010,008,41,30-49,703
28010,008,41,50-64,670
28010,008,41,65+,753
28010,008,41,NA,2
28011,008,41,16-17,10
28011,008,41,18-29,324
28011,008,41,30-49,706
28011,008,41,50-64,636
28011,008,41,65+,865
28011,008,41,NA,3
28012,008,41,16-17,12
28012,008,41,18-29,302
28012,008,41,30-49,587
28012,008,41,50-64,466
28012,008,41,65+,448
28013,008,41,16-17,4
28013,008,41,18-29,313
28013,008,41,30-49,503
28013,008,41,50-64,452
28013,008,41,65+,822
28013,008,41,NA,1
28014,008,41,16-17,3
28014,008,41,18-29,109
28014,008,41,30-49,199
28014,008,41,50-64,208
28014,008,41,65+,139
28015,008,41,16-17,8
28015,008,41,18-29,432
28015,008,41,30-49,853
28015,008,41,50-64,586
28015,008,41,65+,622
