PRECINCT,COUNCILMANIC_DISTRICTS,LEGISLATIVE_DISTRICTS,AGE_GROUP,n
28006,008,41,45-54,444
28006,008,41,55-64,497
28006,008,41,65+,1188
28007,008,41,16-17,6
28007,008,41,18-24,114
28007,008,41,25-34,189
28007,008,41,35-44,218
28007,008,41,45-54,223
28007,008,41,55-64,304
28007,008,41,65+,556
28007,008,41,NA,2
28008,008,41,16-17,6
28008,008,41,18-24,135
28008,008,41,25-34,346
28008,008,41,35-44,352
28008,008,41,45-54,271
28008,008,41,55-64,345
28008,008,41,65+,570
28008,008,41,NA,5
28009,008,41,16-17,8
28009,008,41,18-24,164
28009,008,41,25-34,565
28009,008,41,35-44,478
28009,008,41,45-54,337
28009,008,41,55-64,439
28009,008,41,65+,830
28009,008,41,NA,4
28010,008,41,16-17,11
28010,008,41,18-24,156
28010,008,41,25-34,383
28010,008,41,35-44,387
28010,008,41,45-54,352
28010,008,41,55-64,454
28010,008,41,65+,891
28010,008,41,NA,2
28011,008,41,16-17,4
28011,008,41,18-24,177
28011,008,41,25-34,319
28011,008,41,35-44,402
28011,008,41,45-54,344
28011,008,41,55-64,447
28011,008,41,65+,986
28011,008,41,NA,3
28012,008,41,16-17,4
28012,008,41,18-24,108
28012,008,41,25-34,351
28012,008,41,35-44,332
28012,008,41,45-54,298
28012,008,41,55-64,322
28012,008,41,65+,521
28013,008,41,16-17,8
28013,008,41,18-24,132
28013,008,41,25-34,307
28013,008,41,35-44,274
28013,008,41,45-54,239
28013,008,41,55-64,309
28013,008,41,65+,924
28013,008,41,NA,1
28014,008,41,16-17,3
28014,008,41,18-24,49
28014,008,41,25-34,110
28014,008,41,35-44,117
28014,008,41,45-54,96
28014,008,41,55-64,146
28014,008,41,65+,179
28015,008,41,16-17,9
28015,008,41,18-24,187
28015,008,41,25-34,471
28015,008,41,35-44,466
28015,008,41,45-54,374
28015,008,41,55-64,406
28015,008,41,65+,734
